last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,twitter,facebook,youtube_id,bioguide_id,wikipedia_id
Gohmert,Louie,B.,Jr.,,Louie Gohmert,1953-08-18,M,rep,TX,1,,Republican,https://gohmert.house.gov,2267 Rayburn House Office Building; Washington DC 20515-4301,202-225-3035,RepLouieGohmert,50375006903,UC0HMa6X3iMhMq96kkRLLTog,G000552,Louie Gohmert
Gosar,Paul,A.,,,Paul A. Gosar,1958-11-22,M,rep,AZ,4,,Republican,https://gosar.house.gov,2057 Rayburn House Office Building; Washington DC 20515-0304,202-225-2315,RepGosar,repgosar,UC5orqw_9acsKWSRbrqTDXBw,G000565,Paul Gosar
Granger,Kay,,,,Kay Granger,1943-01-18,F,rep,TX,12,,Republican,https://kaygranger.house.gov,1026 Longworth House Office Building; Washington DC 20515-4312,202-225-5071,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,Kay Granger
Grassley,Charles,E.,,Chuck,Chuck Grassley,1933-09-17,M,sen,IA,,3,Republican,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,ChuckGrassley,grassley,UCiCPRkcLMInpDeOqGkMTt4w,G000386,Chuck Grassley
Graves,Sam,B.,,,Sam Graves,1963-11-07,M,rep,MO,6,,Republican,https://graves.house.gov,1135 Longworth House Office Building; Washington DC 20515-2506,202-225-7041,RepSamGraves,118514606128,UCdg2ybvoHsSW6t7iJnKHlNg,G000546,Sam Graves
Graves,Tom,,,,Tom Graves,1970-02-03,M,rep,GA,14,,Republican,https://tomgraves.house.gov,2078 Rayburn House Office Building; Washington DC 20515-1014,202-225-5211,RepTomGraves,reptomgraves,UCBxeA4MWCmfUox57bUTEH0g,G000560,Tom Graves
Green,Al,,,,Al Green,1947-09-01,M,rep,TX,9,,Democrat,https://algreen.house.gov,2347 Rayburn House Office Building; Washington DC 20515-4309,202-225-7508,RepAlGreen,repalgreen,UCFtgMZm1YUXaZ8OtOj-GDjA,G000553,Al Green (politician)
Griffith,H.,Morgan,,,H. Morgan Griffith,1958-03-15,M,rep,VA,9,,Republican,https://morgangriffith.house.gov,2202 Rayburn House Office Building; Washington DC 20515-4609,202-225-3861,RepMGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,G000568,Morgan Griffith
Grijalva,Raúl,M.,,,Raúl M. Grijalva,1948-02-19,M,rep,AZ,3,,Democrat,https://grijalva.house.gov,1511 Longworth House Office Building; Washington DC 20515-0303,202-225-2435,RepraulGrijalva,Rep.Grijalva,UC8JZLnXS21bhNbcvpoM8O7g,G000551,Raúl Grijalva
Guthrie,Brett,,,,Brett Guthrie,1964-02-18,M,rep,KY,2,,Republican,https://guthrie.house.gov,2434 Rayburn House Office Building; Washington DC 20515-1702,202-225-3501,RepGuthrie,CongressmanGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,G000558,Brett Guthrie
Harris,Andy,,,,Andy Harris,1957-01-25,M,rep,MD,1,,Republican,https://harris.house.gov,2334 Rayburn House Office Building; Washington DC 20515-2001,202-225-5311,RepAndyHarrisMD,AndyHarrisMD,UCvUuV7FiJfJi1yux4qozgMg,H001052,Andy Harris (politician)
Hartzler,Vicky,,,,Vicky Hartzler,1960-10-13,F,rep,MO,4,,Republican,https://hartzler.house.gov,2235 Rayburn House Office Building; Washington DC 20515-2504,202-225-2876,RepHartzler,Congresswoman.Hartzler,UCAvttUz6qBVEJiFt7p_MZxw,H001053,Vicky Hartzler
Hastings,Alcee,L.,,,Alcee L. Hastings,1936-09-05,M,rep,FL,20,,Democrat,https://alceehastings.house.gov,2353 Rayburn House Office Building; Washington DC 20515-0920,202-225-1313,RepHastingsFL,95696782238,UCaXXiR3YjMuPIlIGRGNnm8A,H000324,Alcee Hastings
Heinrich,Martin,,,,Martin Heinrich,1971-10-17,M,sen,NM,,1,Democrat,https://www.heinrich.senate.gov,303 Hart Senate Office Building Washington DC 20510,202-224-5521,MartinHeinrich,MartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,H001046,Martin Heinrich
Herrera Beutler,Jaime,,,,Jaime Herrera Beutler,1978-11-03,F,rep,WA,3,,Republican,https://herrerabeutler.house.gov,2352 Rayburn House Office Building; Washington DC 20515-4703,202-225-3536,HerreraBeutler,herrerabeutler,UCJEgiA9clfx0amrQUj0aBTQ,H001056,Jaime Herrera Beutler
Higgins,Brian,M.,,,Brian Higgins,1959-10-06,M,rep,NY,26,,Democrat,https://higgins.house.gov,2459 Rayburn House Office Building; Washington DC 20515-3226,202-225-3306,RepBrianHiggins,RepBrianHiggins,UCSGbv85HaaYYOrPGePtxwag,H001038,Brian Higgins
Himes,James,A.,,,James A. Himes,1966-07-05,M,rep,CT,4,,Democrat,https://himes.house.gov,1227 Longworth House Office Building; Washington DC 20515-0704,202-225-5541,JAHimes,CongressmanJimHimes,UCCeB6czh6nhCHxOMCk_V4yA,H001047,Jim Himes
Hirono,Mazie,K.,,,Mazie K. Hirono,1947-11-03,F,sen,HI,,1,Democrat,https://www.hirono.senate.gov,713 Hart Senate Office Building Washington DC 20510,202-224-6361,MazieHirono,senatorhirono,UCcoKhxad156flzPYJ8JMFOA,H001042,Mazie Hirono
Hoeven,John,,,,John Hoeven,1957-03-13,M,sen,ND,,3,Republican,https://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,202-224-2551,SenJohnHoeven,SenatorJohnHoeven,UC1kQIC2Q_Fq9_NRqdb6eHiw,H001061,John Hoeven
Hoyer,Steny,H.,,,Steny H. Hoyer,1939-06-14,M,rep,MD,5,,Democrat,https://hoyer.house.gov,1705 Longworth House Office Building; Washington DC 20515-2005,202-225-4131,LeaderHoyer,WhipHoyer,UCvxgqX65cdhHNjJn64cgY9g,H000874,Steny Hoyer
Huizenga,Bill,,,,Bill Huizenga,1969-01-31,M,rep,MI,2,,Republican,https://huizenga.house.gov,2232 Rayburn House Office Building; Washington DC 20515-2202,202-225-4401,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,H001058,Bill Huizenga
Jackson Lee,Sheila,,,,Sheila Jackson Lee,1950-01-12,F,rep,TX,18,,Democrat,https://jacksonlee.house.gov,2079 Rayburn House Office Building; Washington DC 20515-4318,202-225-3816,JacksonLeeTX18,CongresswomanSheilaJacksonLee,UCi_S-mOZaEco2Zb9guf_8Iw,J000032,Sheila Jackson Lee
Johnson,Bill,,,,Bill Johnson,1954-11-10,M,rep,OH,6,,Republican,https://billjohnson.house.gov,2336 Rayburn House Office Building; Washington DC 20515-3506,202-225-5705,RepBillJohnson,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,J000292,Bill Johnson (Ohio politician)
Johnson,Eddie,Bernice,,,Eddie Bernice Johnson,1935-12-03,F,rep,TX,30,,Democrat,https://ebjohnson.house.gov,2306 Rayburn House Office Building; Washington DC 20515-4330,202-225-8885,RepEBJ,CongresswomanEBJtx30,UCVKp8BtjW708H4eXJJQgUYw,J000126,Eddie Bernice Johnson
Johnson,Henry,C.,Jr.,Hank,"Henry C. ""Hank"" Johnson, Jr.",1954-10-02,M,rep,GA,4,,Democrat,https://hankjohnson.house.gov,2240 Rayburn House Office Building; Washington DC 20515-1004,202-225-1605,RepHankJohnson,115356957005,UCqMici9I7nz_i-PN7eSYjwQ,J000288,Hank Johnson
Johnson,Ron,,,,Ron Johnson,1955-04-08,M,sen,WI,,3,Republican,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,SenRonJohnson,senronjohnson,UCG9XyTVtOAs7VX_q_QVHoaw,J000293,Ron Johnson (Wisconsin politician)
Jordan,Jim,,,,Jim Jordan,1964-02-17,M,rep,OH,4,,Republican,https://jordan.house.gov,2056 Rayburn House Office Building; Washington DC 20515-3504,202-225-2676,Jim_Jordan,repjimjordan,UCPFBhS00ivPV585GlnNlyqA,J000289,Jim Jordan (American politician)
Kaptur,Marcy,,,,Marcy Kaptur,1946-06-17,F,rep,OH,9,,Democrat,https://kaptur.house.gov,2186 Rayburn House Office Building; Washington DC 20515-3509,202-225-4146,RepMarcyKaptur,RepresentativeMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,K000009,Marcy Kaptur
Keating,William,R.,,,William R. Keating,1952-09-06,M,rep,MA,9,,Democrat,https://keating.house.gov,2351 Rayburn House Office Building; Washington DC 20515-2109,202-225-3111,USRepKeating,Congressman.Keating,UC7KPV4xdxO2dms9vl6tETmg,K000375,Bill Keating (politician)
Kelly,Mike,,,,Mike Kelly,1948-05-10,M,rep,PA,16,,Republican,https://kelly.house.gov,1707 Longworth House Office Building; Washington DC 20515-3816,202-225-5406,MikeKellyPA,191056827594903,UCoz6u3ooQxoijsWvhoQ0D-A,K000376,Mike Kelly (Pennsylvania politician)
Kind,Ron,James,,,Ron Kind,1963-03-16,M,rep,WI,3,,Democrat,https://kind.house.gov,1502 Longworth House Office Building; Washington DC 20515-4903,202-225-5506,RepRonKind,repronkind,UC0_BilariURHwSHf9baGykg,K000188,Ron Kind
King,Peter,T.,,Pete,Peter T. King,1944-04-05,M,rep,NY,2,,Republican,https://peteking.house.gov,302 Cannon House Office Building; Washington DC 20515-3202,202-225-7896,RepPeteKing,,UCbyQC19DsAq01oDBfZn_diw,K000210,Peter T. King
King,Steve,A.,,,Steve King,1949-05-28,M,rep,IA,4,,Republican,https://steveking.house.gov,2210 Rayburn House Office Building; Washington DC 20515-1504,202-225-4426,SteveKingIA,stevekingia,UCvdJ--cxsVyght3ZDise0mw,K000362,Steve King
Kinzinger,Adam,,,,Adam Kinzinger,1978-02-27,M,rep,IL,16,,Republican,https://kinzinger.house.gov,2245 Rayburn House Office Building; Washington DC 20515-1316,202-225-3635,RepKinzinger,RepKinzinger,UCjDHxyjndxxhjuPWyEBc7UA,K000378,Adam Kinzinger
Lamborn,Doug,,,,Doug Lamborn,1954-05-24,M,rep,CO,5,,Republican,https://lamborn.house.gov,2371 Rayburn House Office Building; Washington DC 20515-0605,202-225-4422,RepDLamborn,CongressmanDougLamborn,UCaYsGYMniq4nwBBMKFIwsow,L000564,Doug Lamborn
Langevin,James,R.,,Jim,James R. Langevin,1964-04-22,M,rep,RI,2,,Democrat,https://langevin.house.gov,2077 Rayburn House Office Building; Washington DC 20515-3902,202-225-2735,JimLangevin,CongressmanJimLangevin,UCQ1sth-7umw1k-fSVqdfRTg,L000559,James Langevin
Lankford,James,,,,James Lankford,1968-03-04,M,sen,OK,,3,Republican,https://www.lankford.senate.gov,316 Hart Senate Office Building Washington DC 20510,202-224-5754,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,James Lankford
Larsen,Rick,,,,Rick Larsen,1965-06-15,M,rep,WA,2,,Democrat,https://larsen.house.gov,2113 Rayburn House Office Building; Washington DC 20515-4702,202-225-2605,RepRickLarsen,RepRickLarsen,UCMv7LsJtiyO4AJcbRux5CxQ,L000560,Rick Larsen
Larson,John,B.,,,John B. Larson,1948-07-22,M,rep,CT,1,,Democrat,https://larson.house.gov,1501 Longworth House Office Building; Washington DC 20515-0701,202-225-2265,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,L000557,John B. Larson
Latta,Robert,E.,,,Robert E. Latta,1956-04-18,M,rep,OH,5,,Republican,https://latta.house.gov,2467 Rayburn House Office Building; Washington DC 20515-3505,202-225-6405,BobLatta,boblatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,L000566,Bob Latta
Leahy,Patrick,J.,,,Patrick J. Leahy,1940-03-31,M,sen,VT,,3,Democrat,https://www.leahy.senate.gov,437 Russell Senate Office Building Washington DC 20510,202-224-4242,SenatorLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,L000174,Patrick Leahy
Lee,Barbara,,,,Barbara Lee,1946-07-16,F,rep,CA,13,,Democrat,https://lee.house.gov,2470 Rayburn House Office Building; Washington DC 20515-0513,202-225-2661,RepBarbaraLee,RepBarbaraLee,UCnRgK2MXAQOUau0JXqseeNA,L000551,Barbara Lee
Lee,Mike,,,,Mike Lee,1971-06-04,M,sen,UT,,3,Republican,https://www.lee.senate.gov/public,361A Russell Senate Office Building Washington DC 20510,202-224-5444,SenMikeLee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,L000577,Mike Lee (American politician)
Lipinski,Daniel,William,,,Daniel Lipinski,1966-07-15,M,rep,IL,3,,Democrat,https://lipinski.house.gov,2346 Rayburn House Office Building; Washington DC 20515-1303,202-225-5701,RepLipinski,repdanlipinski,UC4-dyxzIODTMk1-12QPEpoQ,L000563,Dan Lipinski
Loebsack,David,,,,David Loebsack,1952-12-23,M,rep,IA,2,,Democrat,https://loebsack.house.gov,1211 Longworth House Office Building; Washington DC 20515-1502,202-225-6576,DaveLoebsack,DaveLoebsack,UC0biZWEJAKHctxbmXfXJnOg,L000565,Dave Loebsack
Lofgren,Zoe,,,,Zoe Lofgren,1947-12-21,F,rep,CA,19,,Democrat,https://lofgren.house.gov,1401 Longworth House Office Building; Washington DC 20515-0519,202-225-3072,RepZoeLofgren,zoelofgren,UCOaQ79adORFcaTuJZoIFuZQ,L000397,Zoe Lofgren
Long,Billy,,,,Billy Long,1955-08-11,M,rep,MO,7,,Republican,https://long.house.gov,2454 Rayburn House Office Building; Washington DC 20515-2507,202-225-6536,USRepLong,Rep.Billy.Long,UCLQcbyxpHXXAsUJckscQY8g,L000576,Billy Long
Lowey,Nita,M.,,,Nita M. Lowey,1937-07-05,F,rep,NY,17,,Democrat,https://lowey.house.gov,2365 Rayburn House Office Building; Washington DC 20515-3217,202-225-6506,NitaLowey,RepLowey,UCkmeBYqhbomcWNNWzQCqcbg,L000480,Nita Lowey
Lucas,Frank,D.,,,Frank D. Lucas,1960-01-06,M,rep,OK,3,,Republican,https://lucas.house.gov,2405 Rayburn House Office Building; Washington DC 20515-3603,202-225-5565,RepFrankLucas,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,L000491,Frank Lucas (Oklahoma politician)
Luetkemeyer,Blaine,,,,Blaine Luetkemeyer,1952-05-07,M,rep,MO,3,,Republican,https://luetkemeyer.house.gov,2230 Rayburn House Office Building; Washington DC 20515-2503,202-225-2956,RepBlaine,BlaineLuetkemeyer,UCifiiQclKbBBrkSbCnN6REg,L000569,Blaine Luetkemeyer
Luján,Ben,Ray,,,Ben Ray Luján,1972-06-07,M,rep,NM,3,,Democrat,https://lujan.house.gov,2323 Rayburn House Office Building; Washington DC 20515-3103,202-225-6190,RepBenRayLujan,RepBenRayLujan,UCcO5AmF8HuJo4d0awEbst7Q,L000570,Ben Ray Luján
Lynch,Stephen,F.,,,Stephen F. Lynch,1955-03-31,M,rep,MA,8,,Democrat,https://lynch.house.gov,2109 Rayburn House Office Building; Washington DC 20515-2108,202-225-8273,RepStephenLynch,repstephenlynch,UCxL4zG0YWqC5XTO4af_FOgw,L000562,Stephen F. Lynch
Maloney,Carolyn,B.,,,Carolyn B. Maloney,1946-02-19,F,rep,NY,12,,Democrat,https://maloney.house.gov,2308 Rayburn House Office Building; Washington DC 20515-3212,202-225-7944,RepMaloney,RepCarolynMaloney,,M000087,Carolyn Maloney
Marchant,Kenny,Ewell,,,Kenny Marchant,1951-02-23,M,rep,TX,24,,Republican,https://marchant.house.gov,2304 Rayburn House Office Building; Washington DC 20515-4324,202-225-6605,RepKenMarchant,RepKennyMarchant,UCQpnTMp5TdTRWEes8cjIfyQ,M001158,Kenny Marchant
Markey,Edward,J.,,Ed,Edward J. Markey,1946-07-11,M,sen,MA,,2,Democrat,https://www.markey.senate.gov,255 Dirksen Senate Office Building Washington DC 20510,202-224-2742,SenMarkey,EdJMarkey,UCT1ujew5yQy2uMhGrjiKHoA,M000133,Ed Markey
Matsui,Doris,O.,,,Doris O. Matsui,1944-09-25,F,rep,CA,6,,Democrat,https://matsui.house.gov,2311 Rayburn House Office Building; Washington DC 20515-0506,202-225-7163,DorisMatsui,doris.matsui,UCSqqxVkvskHq3cY2MCbTZsw,M001163,Doris Matsui
McCarthy,Kevin,,,,Kevin McCarthy,1965-01-26,M,rep,CA,23,,Republican,https://kevinmccarthy.house.gov,2468 Rayburn House Office Building; Washington DC 20515-0523,202-225-2915,GOPLeader,CongressmanKevinMcCarthy,UCdJUZUFSLJRlUpE-91-6DsA,M001165,Kevin McCarthy (California politician)
McCaul,Michael,T.,,,Michael T. McCaul,1962-01-14,M,rep,TX,10,,Republican,https://mccaul.house.gov,2001 Rayburn House Office Building; Washington DC 20515-4310,202-225-2401,RepMcCaul,michaeltmccaul,UCRw6sGE0PH7_FCeTT3PQRaA,M001157,Michael McCaul
McClintock,Tom,,,,Tom McClintock,1956-07-10,M,rep,CA,4,,Republican,https://mcclintock.house.gov,2312 Rayburn House Office Building; Washington DC 20515-0504,202-225-2511,RepMcClintock,81125319109,UCMh04KC4LfIzKoXh2Xws_pw,M001177,Tom McClintock
McCollum,Betty,Louise,,,Betty McCollum,1954-07-12,F,rep,MN,4,,Democrat,https://mccollum.house.gov,2256 Rayburn House Office Building; Washington DC 20515-2304,202-225-6631,BettyMcCollum04,repbettymccollum,UC3sZJSdiZo2EBHbsOlsnI7A,M001143,Betty McCollum
McGovern,James,P.,,Jim,James P. McGovern,1959-11-20,M,rep,MA,2,,Democrat,https://mcgovern.house.gov,408 Cannon House Office Building; Washington DC 20515-2102,202-225-6101,RepMcGovern,RepJimMcGovern,UCpiUqp2ZF64tXqgR_EQo27g,M000312,Jim McGovern (American politician)
McHenry,Patrick,T.,,,Patrick T. McHenry,1975-10-22,M,rep,NC,10,,Republican,https://mchenry.house.gov,2004 Rayburn House Office Building; Washington DC 20515-3310,202-225-2576,PatrickMcHenry,CongressmanMcHenry,UCY3PTRhkSH-eoltxPVZKD-w,M001156,Patrick McHenry
McKinley,David,B.,,,David B. McKinley,1947-03-28,M,rep,WV,1,,Republican,https://mckinley.house.gov,2239 Rayburn House Office Building; Washington DC 20515-4801,202-225-4172,RepMcKinley,RepMcKinley,UCt7BWx4b8ubXa-PneAu103g,M001180,David McKinley
McMorris Rodgers,Cathy,,,,Cathy McMorris Rodgers,1969-05-22,F,rep,WA,5,,Republican,https://mcmorris.house.gov,1035 Longworth House Office Building; Washington DC 20515-4705,202-225-2006,CathyMcMorris,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,M001159,Cathy McMorris Rodgers
McNerney,Jerry,,,,Jerry McNerney,1951-06-18,M,rep,CA,9,,Democrat,https://mcnerney.house.gov,2265 Rayburn House Office Building; Washington DC 20515-0509,202-225-1947,RepMcNerney,jerrymcnerney,UClUOx6F8GKshxGBUBLkisug,M001166,Jerry McNerney
Meeks,Gregory,W.,,,Gregory W. Meeks,1953-09-25,M,rep,NY,5,,Democrat,https://meeks.house.gov,2310 Rayburn House Office Building; Washington DC 20515-3205,202-225-3461,RepGregoryMeeks,gregorymeeksny05,UCljJnwgQS6Z6-NypDyqKJZQ,M001137,Gregory Meeks
Moore,Gwen,,,,Gwen Moore,1951-04-18,F,rep,WI,4,,Democrat,https://gwenmoore.house.gov,2252 Rayburn House Office Building; Washington DC 20515-4904,202-225-4572,RepGwenMoore,GwenSMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,M001160,Gwen Moore
Moran,Jerry,,,,Jerry Moran,1954-05-29,M,sen,KS,,3,Republican,https://www.moran.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,202-224-6521,JerryMoran,jerrymoran,UC1oRxeUPam6-53wPBZ3N02A,M000934,Jerry Moran
Murkowski,Lisa,A.,,,Lisa Murkowski,1957-05-22,F,sen,AK,,3,Republican,https://www.murkowski.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-6665,LisaMurkowski,SenLisaMurkowski,UCaigku16AErqvD0wRuwGb9A,M001153,Lisa Murkowski
Murphy,Christopher,S.,,,Christopher Murphy,1973-08-03,M,sen,CT,,1,Democrat,https://www.murphy.senate.gov,136 Hart Senate Office Building Washington DC 20510,202-224-4041,senmurphyoffice,chrismurphyct,UCbcEa40PIFpLpdDe06n3F3Q,M001169,Chris Murphy
Murray,Patty,,,,Patty Murray,1950-10-11,F,sen,WA,,3,Democrat,https://www.murray.senate.gov/public,154 Russell Senate Office Building Washington DC 20510,202-224-2621,PattyMurray,,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,Patty Murray
Nadler,Jerrold,L.,,,Jerrold Nadler,1947-06-13,M,rep,NY,10,,Democrat,https://nadler.house.gov,2132 Rayburn House Office Building; Washington DC 20515-3210,202-225-5635,RepJerryNadler,CongressmanNadler,UCQKj0qU1e7o2f5ftSh-c9aQ,N000002,Jerrold Nadler
Napolitano,Grace,F.,,,Grace F. Napolitano,1936-12-04,F,rep,CA,32,,Democrat,https://napolitano.house.gov,1610 Longworth House Office Building; Washington DC 20515-0532,202-225-5256,GraceNapolitano,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,N000179,Grace Napolitano
Neal,Richard,E.,,,Richard E. Neal,1949-02-14,M,rep,MA,1,,Democrat,https://neal.house.gov,2309 Rayburn House Office Building; Washington DC 20515-2101,202-225-5601,RepRichardNeal,reprichardneal,UCZVtTydu0-MSK6G12GaKA4g,N000015,Richard Neal
Norton,Eleanor,Holmes,,,Eleanor Holmes Norton,1937-06-13,F,rep,DC,0,,Democrat,https://norton.house.gov,2136 Rayburn House Office Building; Washington DC 20515-5101,202-225-8050,EleanorNorton,CongresswomanNorton,UChRrAXUGylfxJjbquC6aUjQ,N000147,Eleanor Holmes Norton
Nunes,Devin,G.,,,Devin Nunes,1973-10-01,M,rep,CA,22,,Republican,https://nunes.house.gov,1013 Longworth House Office Building; Washington DC 20515-0522,202-225-2523,RepDevinNunes,,UCtbArL6CmOfFqgmpuRjLp3w,N000181,Devin Nunes
Olson,Pete,,,,Pete Olson,1962-12-09,M,rep,TX,22,,Republican,https://olson.house.gov,2133 Rayburn House Office Building; Washington DC 20515-4322,202-225-5951,RepPeteOlson,Rep.PeteOlson,,O000168,Pete Olson
Palazzo,Steven,M.,,,Steven M. Palazzo,1970-02-21,M,rep,MS,4,,Republican,https://palazzo.house.gov,2349 Rayburn House Office Building; Washington DC 20515-2404,202-225-5772,CongPalazzo,stevenpalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,P000601,Steven Palazzo
Pallone,Frank,J.,Jr.,,"Frank Pallone, Jr.",1951-10-30,M,rep,NJ,6,,Democrat,https://pallone.house.gov,2107 Rayburn House Office Building; Washington DC 20515-3006,202-225-4671,FrankPallone,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,P000034,Frank Pallone
Pascrell,Bill,J.,Jr.,,"Bill Pascrell, Jr.",1937-01-25,M,rep,NJ,9,,Democrat,https://pascrell.house.gov,2409 Rayburn House Office Building; Washington DC 20515-3009,202-225-5751,BillPascrell,pascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,P000096,Bill Pascrell
Paul,Rand,,,,Rand Paul,1963-01-07,M,sen,KY,,3,Republican,https://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343,RandPaul,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,P000603,Rand Paul
Pelosi,Nancy,,,,Nancy Pelosi,1940-03-26,F,rep,CA,12,,Democrat,https://pelosi.house.gov,1236 Longworth House Office Building; Washington DC 20515-0512,202-225-4965,SpeakerPelosi,NancyPelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,Nancy Pelosi
Perlmutter,Ed,,,,Ed Perlmutter,1953-05-01,M,rep,CO,7,,Democrat,https://perlmutter.house.gov,1226 Longworth House Office Building; Washington DC 20515-0607,202-225-2645,RepPerlmutter,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,P000593,Ed Perlmutter
Peters,Gary,C.,,,Gary C. Peters,1958-12-01,M,sen,MI,,2,Democrat,https://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221,SenGaryPeters,SenGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,P000595,Gary Peters
Peterson,Collin,Clark,,,Collin C. Peterson,1944-06-29,M,rep,MN,7,,Democrat,https://collinpeterson.house.gov,2204 Rayburn House Office Building; Washington DC 20515-2307,202-225-2165,,,,P000258,Collin Peterson
Pingree,Chellie,,,,Chellie Pingree,1955-04-02,F,rep,ME,1,,Democrat,https://pingree.house.gov,2162 Rayburn House Office Building; Washington DC 20515-1901,202-225-6116,ChelliePingree,ChelliePingree,UCLKaWFM7I84WcreDRhhhkVg,P000597,Chellie Pingree
Portman,Robert,J.,,Rob,Rob Portman,1955-12-19,M,sen,OH,,3,Republican,https://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,SenRobPortman,senrobportman,UCwunkd8Zs-yAWKQwnwBp7ew,P000449,Rob Portman
Posey,Bill,,,,Bill Posey,1947-12-18,M,rep,FL,8,,Republican,https://posey.house.gov,2150 Rayburn House Office Building; Washington DC 20515-0908,202-225-3671,CongBillPosey,bill.posey15,UCoUwUkDpe1ZYd6tiaZfiMuA,P000599,Bill Posey
Price,David,E.,,,David E. Price,1940-08-17,M,rep,NC,4,,Democrat,https://price.house.gov,2108 Rayburn House Office Building; Washington DC 20515-3304,202-225-1784,RepDavidEPrice,RepDavidEPrice,UCtX7bSXBLF9ge-Q955n5Vqw,P000523,David Price (American politician)
Quigley,Mike,,,,Mike Quigley,1958-10-17,M,rep,IL,5,,Democrat,https://quigley.house.gov,2458 Rayburn House Office Building; Washington DC 20515-1305,202-225-4061,RepMikeQuigley,repmikequigley,UCDP13XegdoZ4bxYHxM34yAA,Q000023,Mike Quigley (politician)
Reed,Tom,W.,II,,Tom Reed,1971-11-18,M,rep,NY,23,,Republican,https://reed.house.gov,2263 Rayburn House Office Building; Washington DC 20515-3223,202-225-3161,RepTomReed,RepTomReed,UC-HFEKIHC7ydVUkxkZOLqTg,R000585,Tom Reed (politician)
Richmond,Cedric,L.,,,Cedric L. Richmond,1973-09-13,M,rep,LA,2,,Democrat,https://richmond.house.gov,506 Cannon House Office Building; Washington DC 20515-1802,202-225-6636,RepRichmond,RepRichmond,UCsB66Dq8sCGwr5K3g1kqTrA,R000588,Cedric Richmond
Roby,Martha,,,,Martha Roby,1976-07-27,F,rep,AL,2,,Republican,https://roby.house.gov,504 Cannon House Office Building; Washington DC 20515-0102,202-225-2901,RepMarthaRoby,Representative.Martha.Roby,UCeAWQdcSTlwv2vDGz0TQOxQ,R000591,Martha Roby
Roe,David,P.,,Phil,David P. Roe,1945-07-21,M,rep,TN,1,,Republican,https://roe.house.gov,102 Cannon House Office Building; Washington DC 20515-4201,202-225-6356,DrPhilRoe,DrPhilRoe,UC8muYurPSNO8x2Qqk40mVOA,R000582,Phil Roe (politician)
Rogers,Harold,,,Hal,Harold Rogers,1937-12-31,M,rep,KY,5,,Republican,https://halrogers.house.gov,2406 Rayburn House Office Building; Washington DC 20515-1705,202-225-4601,RepHalRogers,CongressmanHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,R000395,Hal Rogers
Rogers,Mike,,,,Mike Rogers,1958-07-16,M,rep,AL,3,,Republican,https://mikerogers.house.gov,2184 Rayburn House Office Building; Washington DC 20515-0103,202-225-3261,RepMikeRogersAL,CongressmanMikeDRogers,UCH-WUWuY0_dlKwJDSqKTJsg,R000575,Mike Rogers (Alabama politician)
Roybal-Allard,Lucille,,,,Lucille Roybal-Allard,1941-06-12,F,rep,CA,40,,Democrat,https://roybal-allard.house.gov,2083 Rayburn House Office Building; Washington DC 20515-0540,202-225-1766,RepRoybalAllard,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,Lucille Roybal-Allard
